,age,income,membership_days,gender_F,gender_M,gender_O,offer_completed_after_view,reward,difficulty,duration,offer_type,email,mobile,social,web
2403,74.0,61000.0,185,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
42003,38.0,72000.0,249,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
43393,69.0,70000.0,139,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
9645,97.0,31000.0,339,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
44776,47.0,62000.0,215,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
10560,60.0,92000.0,544,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
18784,72.0,56000.0,206,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
7262,68.0,39000.0,99,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
32294,70.0,90000.0,1018,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
43941,53.0,88000.0,254,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
27211,69.0,109000.0,91,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
5932,68.0,70000.0,429,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
1833,48.0,75000.0,1050,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
4756,58.0,95000.0,242,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
11493,51.0,48000.0,144,1,0,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
13705,19.0,44000.0,455,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
26224,22.0,36000.0,680,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
4875,75.0,49000.0,373,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
46608,57.0,53000.0,577,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
1472,68.0,74000.0,237,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
37728,87.0,77000.0,652,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
19639,42.0,65000.0,43,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
34286,55.0,87000.0,1092,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
11757,48.0,70000.0,233,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
30651,35.0,33000.0,282,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
6696,57.0,95000.0,69,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
19968,81.0,89000.0,296,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
26787,20.0,43000.0,936,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
46297,67.0,71000.0,67,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
25283,48.0,96000.0,686,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
37335,67.0,41000.0,49,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
44698,58.0,118000.0,302,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
33879,58.0,51000.0,879,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
8669,45.0,49000.0,134,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
18861,73.0,63000.0,708,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
5318,58.0,86000.0,376,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
25384,67.0,43000.0,1737,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
11668,60.0,82000.0,613,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
37147,94.0,33000.0,178,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
10470,48.0,64000.0,251,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
41382,54.0,88000.0,851,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
5564,57.0,30000.0,774,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
25812,70.0,55000.0,58,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
18440,61.0,57000.0,1759,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
29155,66.0,98000.0,837,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
8076,37.0,65000.0,944,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
5823,45.0,72000.0,504,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
13202,44.0,55000.0,1138,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
35011,54.0,71000.0,554,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
12343,50.0,88000.0,1643,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
11457,56.0,88000.0,229,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
5140,84.0,62000.0,852,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
8753,39.0,42000.0,263,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
34619,48.0,85000.0,906,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
9157,86.0,73000.0,190,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
21595,73.0,71000.0,71,0,0,1,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
1440,61.0,112000.0,277,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
13728,73.0,57000.0,718,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
9706,65.0,78000.0,1039,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
1206,62.0,61000.0,242,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
38429,20.0,43000.0,268,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
12485,56.0,82000.0,475,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
42615,73.0,96000.0,96,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
35740,70.0,42000.0,290,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
16146,80.0,85000.0,844,1,0,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
40047,51.0,114000.0,788,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
44923,70.0,66000.0,207,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
16668,76.0,118000.0,878,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
11943,46.0,79000.0,57,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
9610,61.0,98000.0,280,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
36986,47.0,65000.0,1476,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
12841,59.0,86000.0,351,0,0,1,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
12345,50.0,88000.0,1643,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
40693,61.0,93000.0,762,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
13493,79.0,78000.0,361,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
40379,59.0,65000.0,230,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
41405,59.0,98000.0,1544,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
23136,81.0,38000.0,33,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
14739,76.0,65000.0,228,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
26148,80.0,116000.0,512,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
12283,67.0,68000.0,827,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
10207,69.0,53000.0,840,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
15825,79.0,76000.0,138,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
33622,29.0,65000.0,196,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
39255,56.0,75000.0,44,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
35672,55.0,33000.0,357,0,0,1,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
27478,47.0,34000.0,353,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
14201,22.0,61000.0,257,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
31441,57.0,33000.0,66,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
46601,47.0,31000.0,413,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
27493,45.0,55000.0,571,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
16489,42.0,74000.0,236,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
37601,56.0,107000.0,603,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
27665,32.0,50000.0,1565,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
31386,44.0,99000.0,773,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
14925,55.0,70000.0,1008,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
24723,65.0,52000.0,314,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
16815,40.0,31000.0,183,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
42547,78.0,99000.0,938,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
4243,42.0,62000.0,202,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
5094,63.0,71000.0,1071,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
25233,51.0,78000.0,970,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
44884,63.0,71000.0,699,0,0,1,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
6470,51.0,91000.0,316,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
27205,61.0,67000.0,103,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
8945,63.0,64000.0,511,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
37063,25.0,71000.0,26,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
43662,68.0,79000.0,590,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
45124,35.0,70000.0,1664,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
37939,27.0,56000.0,159,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
1315,45.0,84000.0,1179,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
12732,75.0,52000.0,745,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
19695,51.0,45000.0,392,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
9233,53.0,82000.0,12,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
35978,57.0,47000.0,414,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
10362,81.0,79000.0,116,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
8081,65.0,94000.0,153,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
37527,58.0,54000.0,153,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
31422,20.0,74000.0,928,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
15613,50.0,53000.0,259,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
39017,52.0,87000.0,76,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
34180,50.0,37000.0,943,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
40696,79.0,106000.0,299,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
26648,83.0,70000.0,203,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
38816,37.0,33000.0,168,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
23401,48.0,43000.0,490,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
13592,51.0,54000.0,1753,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
14924,55.0,70000.0,1008,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
1046,48.0,44000.0,643,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
17988,61.0,39000.0,182,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
23468,60.0,85000.0,219,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
32677,40.0,61000.0,811,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
28612,30.0,45000.0,1388,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
14956,80.0,38000.0,1068,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
38550,75.0,57000.0,149,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
3140,68.0,52000.0,139,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
38774,64.0,81000.0,773,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
32936,55.0,100000.0,272,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
36154,59.0,60000.0,868,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
22141,31.0,46000.0,780,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
20312,24.0,57000.0,246,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
1772,36.0,57000.0,304,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
26334,51.0,78000.0,205,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
33472,71.0,34000.0,751,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
14604,65.0,87000.0,233,1,0,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
23453,55.0,87000.0,353,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
33155,60.0,49000.0,166,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
34335,55.0,113000.0,305,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
1287,58.0,55000.0,976,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
3951,38.0,46000.0,1071,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
40444,39.0,32000.0,253,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
2623,21.0,74000.0,619,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
13305,65.0,93000.0,6,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
24661,56.0,76000.0,149,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
24570,46.0,53000.0,942,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
14829,75.0,71000.0,479,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
37705,33.0,63000.0,283,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
23017,65.0,89000.0,327,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
23715,59.0,90000.0,216,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
39144,75.0,98000.0,822,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
34392,87.0,47000.0,498,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
34474,60.0,90000.0,825,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
12028,60.0,100000.0,892,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
36013,40.0,91000.0,1248,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
45369,44.0,42000.0,517,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
17564,51.0,96000.0,336,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
2239,71.0,43000.0,247,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
31524,73.0,50000.0,135,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
46630,66.0,96000.0,706,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
1205,62.0,61000.0,242,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
4667,35.0,58000.0,1259,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
36733,19.0,34000.0,364,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
24531,40.0,86000.0,729,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
39989,58.0,51000.0,46,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
29306,34.0,41000.0,358,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
40810,61.0,68000.0,565,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
39547,18.0,45000.0,1,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
25953,36.0,72000.0,871,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
44320,25.0,48000.0,1130,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
34787,45.0,69000.0,937,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
30695,26.0,48000.0,720,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
26023,47.0,46000.0,99,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
45938,66.0,59000.0,513,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
26269,58.0,66000.0,56,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
43147,47.0,72000.0,181,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
17266,74.0,53000.0,1038,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
25167,52.0,46000.0,134,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
29985,65.0,92000.0,35,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
15753,59.0,98000.0,598,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
42946,61.0,71000.0,312,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
44998,28.0,37000.0,133,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
12978,43.0,79000.0,1717,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
20880,82.0,31000.0,52,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
10009,43.0,34000.0,297,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
37778,43.0,39000.0,197,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
34099,74.0,66000.0,501,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
3828,60.0,99000.0,191,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
4961,71.0,90000.0,515,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
26535,47.0,74000.0,339,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
34533,42.0,81000.0,1324,1,0,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
24753,24.0,32000.0,1245,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
31802,82.0,75000.0,542,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
45891,72.0,33000.0,617,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
9154,36.0,52000.0,321,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
43450,77.0,88000.0,777,1,0,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
33906,20.0,52000.0,33,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
14596,80.0,51000.0,1579,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
8905,58.0,81000.0,124,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
44560,50.0,63000.0,816,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
10021,30.0,60000.0,153,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
26390,72.0,109000.0,307,1,0,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
7689,90.0,101000.0,292,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
21527,66.0,85000.0,1054,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
29632,65.0,72000.0,39,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
15085,76.0,82000.0,932,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
38641,68.0,76000.0,971,1,0,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
46225,55.0,55000.0,340,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
38645,90.0,54000.0,699,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
41259,60.0,54000.0,78,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
3056,62.0,92000.0,604,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
11697,73.0,52000.0,8,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
6922,55.0,35000.0,243,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
38270,79.0,102000.0,727,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
885,45.0,88000.0,187,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
22746,41.0,77000.0,831,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
6292,76.0,87000.0,267,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
18619,56.0,46000.0,40,1,0,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
29434,59.0,37000.0,533,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
14021,61.0,37000.0,281,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
33432,42.0,48000.0,238,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
5278,42.0,98000.0,207,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
14543,58.0,75000.0,1045,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
24437,45.0,59000.0,279,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
33582,62.0,87000.0,248,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
28755,67.0,95000.0,185,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
33260,54.0,48000.0,774,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
45213,42.0,67000.0,1028,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
45401,49.0,68000.0,164,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
5762,27.0,39000.0,1327,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
12861,25.0,66000.0,724,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
19973,69.0,67000.0,1549,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
24181,21.0,34000.0,1444,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
12979,43.0,79000.0,1717,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
38182,38.0,51000.0,782,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
749,81.0,70000.0,785,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
21995,65.0,89000.0,457,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
2356,54.0,92000.0,1080,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
3439,79.0,102000.0,550,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
12356,36.0,67000.0,173,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
23664,56.0,70000.0,26,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
20433,51.0,74000.0,238,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
40694,61.0,93000.0,762,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
12070,49.0,77000.0,620,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
46963,61.0,81000.0,207,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
8921,37.0,47000.0,24,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
18011,39.0,72000.0,280,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
44521,90.0,104000.0,334,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
3979,53.0,84000.0,318,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
12633,85.0,85000.0,84,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
27887,52.0,92000.0,21,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
